Request ID,Customer ID,Request Type,Request Description,Request Status,Creation Date,Resolution Date
511,1835,Ride Issue,I was charged incorrectly for my last ride.,Open,2021-10-11,2021-02-22
4094,6243,Ride Issue,The driver was driving recklessly and over the speed limit.,In Progress,2022-02-16,2020-01-18
7155,6122,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2022-06-14,2020-12-01
5599,6850,Ride Issue,The driver was driving recklessly and over the speed limit.,Resolved,2023-08-18,
1985,9407,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2023-08-30,2021-10-20
6062,1264,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2023-03-23,2020-10-10
315,1465,Ride Issue,The driver took a longer route to increase the fare.,Resolved,2021-07-30,
4875,9546,Ride Issue,The driver arrived late and didn't apologize.,Closed,2020-03-05,
9377,7857,Ride Issue,The driver arrived late and didn't apologize.,Closed,2022-11-22,
4652,1069,Ride Issue,The driver took a longer route to increase the fare.,Open,2021-05-16,
9856,7285,Ride Issue,The vehicle was not clean and smelled bad.,Resolved,2022-07-07,
7926,5585,Ride Issue,The driver was rude and unprofessional.,Open,2022-07-01,2023-10-15
8621,8060,Ride Issue,The driver arrived late and didn't apologize.,Resolved,2021-03-18,
1181,8693,Ride Issue,The driver was rude and unprofessional.,Open,2020-08-26,
2346,1860,Ride Issue,The driver was rude and unprofessional.,In Progress,2023-07-18,
3973,8926,Ride Issue,The driver took a longer route to increase the fare.,Resolved,2021-04-06,2021-01-16
7409,2301,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2020-11-16,2021-02-20
1312,5398,Ride Issue,The driver was driving recklessly and over the speed limit.,Closed,2023-11-16,2022-01-17
3242,4303,Ride Issue,The vehicle was not clean and smelled bad.,Open,2021-01-19,
7899,1366,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2023-01-22,
5309,2468,Ride Issue,The driver was driving recklessly and over the speed limit.,Resolved,2021-10-31,
7948,1326,Ride Issue,I was charged incorrectly for my last ride.,Open,2021-05-29,
6695,8642,Ride Issue,The driver was driving recklessly and over the speed limit.,Open,2022-10-29,2023-06-09
5371,3147,Ride Issue,The driver took a longer route to increase the fare.,Open,2021-09-12,
4457,7319,Ride Issue,The driver was driving recklessly and over the speed limit.,Closed,2023-02-18,2023-01-10
9596,2752,Ride Issue,The driver was driving recklessly and over the speed limit.,In Progress,2022-11-12,2020-10-31
4063,7305,Ride Issue,The driver arrived late and didn't apologize.,Closed,2020-09-12,
2795,3886,Ride Issue,The driver arrived late and didn't apologize.,Resolved,2021-01-06,2022-05-17
2299,7737,Ride Issue,I was charged incorrectly for my last ride.,Resolved,2022-08-06,
6420,9799,Ride Issue,The driver arrived late and didn't apologize.,Resolved,2023-06-07,2020-03-11
4522,6050,Ride Issue,The driver took a longer route to increase the fare.,In Progress,2021-08-13,
2725,4104,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2021-10-11,2021-01-08
1882,7761,Ride Issue,The driver was driving recklessly and over the speed limit.,Open,2021-08-09,
5451,8353,Ride Issue,The vehicle was not clean and smelled bad.,Resolved,2023-05-03,
1909,7380,Ride Issue,The driver took a longer route to increase the fare.,Closed,2023-11-03,2022-09-26
6662,1468,Ride Issue,The driver took a longer route to increase the fare.,Closed,2023-12-01,2021-07-04
6548,7586,Ride Issue,The driver was driving recklessly and over the speed limit.,In Progress,2020-01-22,
48,8137,Ride Issue,The driver arrived late and didn't apologize.,Open,2023-07-28,
9736,9289,Ride Issue,The driver arrived late and didn't apologize.,Closed,2020-06-06,
4028,2161,Ride Issue,The driver took a longer route to increase the fare.,Resolved,2023-10-01,2020-09-02
3395,2358,Ride Issue,The driver arrived late and didn't apologize.,Closed,2021-11-10,2020-12-02
5630,9669,Ride Issue,The driver was rude and unprofessional.,Closed,2022-01-09,2022-06-10
5468,9999,Ride Issue,The vehicle was not clean and smelled bad.,Open,2023-04-28,2021-03-16
5537,4127,Ride Issue,I was charged incorrectly for my last ride.,In Progress,2021-03-05,2022-07-13
3277,9099,Ride Issue,The vehicle was not clean and smelled bad.,Open,2023-04-01,2021-04-14
1721,8665,Ride Issue,The driver was driving recklessly and over the speed limit.,Resolved,2020-06-28,2022-02-12
6474,8388,Ride Issue,I was charged incorrectly for my last ride.,Closed,2021-05-01,
2842,7538,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2020-12-05,
8731,9366,Ride Issue,The driver was rude and unprofessional.,Open,2023-09-16,
3657,1501,Ride Issue,The driver was driving recklessly and over the speed limit.,In Progress,2023-05-05,2021-07-09
5994,5704,Ride Issue,The driver was driving recklessly and over the speed limit.,In Progress,2021-05-24,
5787,7719,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2023-12-04,
1183,7184,Ride Issue,The driver was rude and unprofessional.,Resolved,2020-09-23,
2940,6074,Ride Issue,The driver arrived late and didn't apologize.,Resolved,2020-05-13,
9294,9039,Ride Issue,The driver took a longer route to increase the fare.,Resolved,2023-06-09,
7816,3126,Ride Issue,I was charged incorrectly for my last ride.,Closed,2022-07-18,2021-02-23
8582,2557,Ride Issue,The driver was driving recklessly and over the speed limit.,In Progress,2021-11-13,2023-02-16
7996,6368,Ride Issue,The driver was driving recklessly and over the speed limit.,Closed,2023-09-16,
3849,5573,Ride Issue,The driver was rude and unprofessional.,Closed,2020-09-10,2021-12-08
4158,2111,Ride Issue,The driver took a longer route to increase the fare.,Resolved,2021-11-27,2020-07-04
8508,4559,Ride Issue,The driver arrived late and didn't apologize.,Closed,2020-08-12,2022-09-14
9447,2473,Ride Issue,The driver arrived late and didn't apologize.,Closed,2020-02-26,2020-10-04
5900,2648,Ride Issue,The driver was rude and unprofessional.,Open,2021-09-12,2022-04-03
9940,3119,Ride Issue,The driver arrived late and didn't apologize.,Resolved,2022-01-18,2022-11-16
7754,4305,Ride Issue,The driver arrived late and didn't apologize.,Closed,2021-11-17,
4787,6106,Ride Issue,The driver arrived late and didn't apologize.,In Progress,2023-08-14,
2651,5482,Ride Issue,The driver took a longer route to increase the fare.,In Progress,2021-06-12,
34,4144,Ride Issue,The driver was driving recklessly and over the speed limit.,Open,2022-12-03,
4700,1304,Ride Issue,The driver was rude and unprofessional.,Closed,2020-12-12,2020-11-26
1182,6939,Ride Issue,The driver took a longer route to increase the fare.,Closed,2022-06-07,
7027,9652,Ride Issue,The driver was driving recklessly and over the speed limit.,Open,2020-12-18,
144,9600,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2020-02-24,2023-12-10
3772,3063,Ride Issue,The driver took a longer route to increase the fare.,Open,2022-03-20,2020-07-14
9531,2333,Ride Issue,I was charged incorrectly for my last ride.,Resolved,2021-12-19,2021-08-15
5453,7158,Ride Issue,The driver was driving recklessly and over the speed limit.,Closed,2021-03-26,
9610,9524,Ride Issue,The driver was driving recklessly and over the speed limit.,Open,2020-05-16,
3548,4119,Ride Issue,The driver was driving recklessly and over the speed limit.,In Progress,2020-12-23,2020-07-02
9856,7285,Ride Issue,The vehicle was not clean and smelled bad.,Resolved,2022-07-07,
4048,8005,Ride Issue,I was charged incorrectly for my last ride.,Open,2021-02-12,
55,1689,Ride Issue,The driver took a longer route to increase the fare.,Closed,2022-11-11,
1555,1758,Ride Issue,The driver arrived late and didn't apologize.,In Progress,2020-04-08,
4094,6243,Ride Issue,The driver was driving recklessly and over the speed limit.,In Progress,2022-02-16,2020-01-18
1282,6523,Ride Issue,The driver arrived late and didn't apologize.,Closed,2023-04-28,2023-09-20
7306,1283,Ride Issue,The driver took a longer route to increase the fare.,Open,2020-03-08,2021-02-22
4665,4103,Ride Issue,The vehicle was not clean and smelled bad.,Resolved,2021-10-27,2023-12-18
9749,1976,Ride Issue,The driver was driving recklessly and over the speed limit.,Open,2023-11-20,
7256,8826,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2022-10-07,
2859,5376,Ride Issue,The driver was rude and unprofessional.,Closed,2023-11-18,2022-05-29
186,2639,Ride Issue,I was charged incorrectly for my last ride.,In Progress,2023-10-15,2020-10-30
1244,7289,Ride Issue,The driver arrived late and didn't apologize.,Open,2023-05-17,
3161,4250,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2021-02-04,
555,3339,Ride Issue,The driver took a longer route to increase the fare.,Closed,2022-04-10,
1800,5449,Ride Issue,The driver arrived late and didn't apologize.,Open,2022-08-12,
3148,3839,Ride Issue,The driver was driving recklessly and over the speed limit.,Closed,2020-08-19,2020-02-11
7251,1871,Ride Issue,The driver was driving recklessly and over the speed limit.,Resolved,2023-07-25,2022-06-01
5482,9280,Ride Issue,The driver took a longer route to increase the fare.,In Progress,2023-05-29,2022-10-30
7607,5570,Ride Issue,I was charged incorrectly for my last ride.,Resolved,2023-05-23,2022-07-01
3852,7153,Ride Issue,The driver was driving recklessly and over the speed limit.,Open,2020-04-18,2022-09-08
1430,4482,Ride Issue,I was charged incorrectly for my last ride.,Closed,2022-07-08,2022-12-05
6739,9629,Ride Issue,The vehicle was not clean and smelled bad.,Open,2021-05-13,
4791,2224,Ride Issue,The driver took a longer route to increase the fare.,Resolved,2022-09-07,2021-10-08
9294,9039,Ride Issue,The driver took a longer route to increase the fare.,Resolved,2023-06-09,
6672,4347,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2021-07-05,
407,9939,Ride Issue,I was charged incorrectly for my last ride.,Open,2020-12-24,2023-11-09
5798,8138,Ride Issue,The driver took a longer route to increase the fare.,Resolved,2020-05-02,2020-04-10
6701,2738,Ride Issue,The driver was driving recklessly and over the speed limit.,In Progress,2022-12-28,2023-10-19
5,7673,Ride Issue,I was charged incorrectly for my last ride.,Resolved,2020-08-01,
8536,3757,Ride Issue,The driver arrived late and didn't apologize.,In Progress,2020-02-16,2023-10-08
1332,8614,Ride Issue,The driver was driving recklessly and over the speed limit.,Resolved,2020-01-05,
5183,3840,Ride Issue,The vehicle was not clean and smelled bad.,Open,2021-04-01,2021-02-03
4338,7220,Ride Issue,The driver was rude and unprofessional.,Open,2022-01-29,
8807,3031,Ride Issue,The driver was rude and unprofessional.,Closed,2020-06-02,2020-01-08
9382,2291,Ride Issue,I was charged incorrectly for my last ride.,Open,2023-12-02,2022-06-05
1685,1053,Ride Issue,The driver was rude and unprofessional.,In Progress,2021-03-28,2021-04-17
9325,2147,Ride Issue,The driver was driving recklessly and over the speed limit.,Closed,2023-12-07,
3801,6252,Ride Issue,The driver arrived late and didn't apologize.,In Progress,2021-03-05,2023-03-20
115,6220,Ride Issue,I was charged incorrectly for my last ride.,Resolved,2023-04-08,
4510,4320,Ride Issue,The driver took a longer route to increase the fare.,Closed,2020-10-15,2020-04-14
5909,5594,Ride Issue,The driver was driving recklessly and over the speed limit.,In Progress,2022-02-18,
7152,9268,Ride Issue,The vehicle was not clean and smelled bad.,Resolved,2022-03-23,2020-06-01
7345,4122,Ride Issue,The driver arrived late and didn't apologize.,In Progress,2020-11-14,2020-06-14
5687,7132,Ride Issue,The driver took a longer route to increase the fare.,Open,2020-08-01,2023-10-18
4857,1893,Ride Issue,The driver took a longer route to increase the fare.,Open,2023-08-22,2021-11-26
5668,2952,Ride Issue,I was charged incorrectly for my last ride.,In Progress,2020-06-21,
6791,3184,Ride Issue,The driver arrived late and didn't apologize.,Closed,2021-08-04,
5617,1137,Ride Issue,The driver was driving recklessly and over the speed limit.,Closed,2021-07-09,
8725,8650,Ride Issue,The driver arrived late and didn't apologize.,In Progress,2020-07-28,
5251,2825,Ride Issue,The driver took a longer route to increase the fare.,Closed,2021-12-03,
5024,1277,Ride Issue,The driver took a longer route to increase the fare.,In Progress,2020-05-22,
2001,7781,Ride Issue,The driver was driving recklessly and over the speed limit.,Closed,2021-11-25,
7186,5634,Ride Issue,The driver was rude and unprofessional.,Open,2023-10-18,2021-08-23
27,3237,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2023-02-05,2023-07-23
3937,1825,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2022-08-21,
9664,4722,Ride Issue,The driver was rude and unprofessional.,Closed,2021-12-27,
6622,9354,Ride Issue,The driver was driving recklessly and over the speed limit.,In Progress,2023-09-15,
6633,6299,Ride Issue,The driver took a longer route to increase the fare.,In Progress,2021-04-06,2022-02-26
8759,5601,Ride Issue,I was charged incorrectly for my last ride.,Open,2023-01-02,
2867,2113,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2021-07-18,
4376,2251,Ride Issue,The driver was driving recklessly and over the speed limit.,Resolved,2020-12-05,2023-09-02
3420,6137,Ride Issue,The driver took a longer route to increase the fare.,Closed,2022-07-07,2023-01-22
5322,7217,Ride Issue,The driver arrived late and didn't apologize.,Closed,2023-11-15,2023-08-17
6396,3907,Ride Issue,I was charged incorrectly for my last ride.,Resolved,2023-09-02,
179,6718,Ride Issue,The driver arrived late and didn't apologize.,Open,2023-01-19,2020-11-10
573,6071,Ride Issue,The driver was rude and unprofessional.,Open,2021-02-02,
3649,5124,Ride Issue,The driver was driving recklessly and over the speed limit.,Closed,2020-04-07,
5867,9264,Ride Issue,The driver took a longer route to increase the fare.,Open,2023-11-04,
9123,6657,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2023-07-03,
2315,9774,Ride Issue,I was charged incorrectly for my last ride.,Open,2023-10-30,
6328,8415,Ride Issue,I was charged incorrectly for my last ride.,In Progress,2023-06-30,
1856,9623,Ride Issue,The driver took a longer route to increase the fare.,Open,2022-02-07,2021-05-12
5038,4657,Ride Issue,The driver was rude and unprofessional.,Open,2021-07-31,2021-09-10
2670,7347,Ride Issue,The driver was rude and unprofessional.,Resolved,2023-09-04,2023-09-11
2506,8345,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2021-07-17,2020-08-16
2644,6697,Ride Issue,The driver took a longer route to increase the fare.,In Progress,2021-11-26,
9838,9843,Ride Issue,The vehicle was not clean and smelled bad.,Resolved,2020-10-05,
3974,4200,Ride Issue,The driver took a longer route to increase the fare.,Closed,2020-08-05,
6173,5707,Ride Issue,The vehicle was not clean and smelled bad.,Open,2021-06-12,
2588,4362,Ride Issue,The vehicle was not clean and smelled bad.,Resolved,2023-12-10,
3873,5890,Ride Issue,The driver was driving recklessly and over the speed limit.,Resolved,2022-03-02,
4484,4158,Ride Issue,The driver was driving recklessly and over the speed limit.,In Progress,2023-08-16,
1670,6403,Ride Issue,The vehicle was not clean and smelled bad.,Resolved,2020-04-27,
3668,9581,Ride Issue,The driver took a longer route to increase the fare.,Open,2020-04-23,
3080,7531,Ride Issue,The driver arrived late and didn't apologize.,Closed,2023-12-28,
5434,7547,Ride Issue,The driver was driving recklessly and over the speed limit.,Open,2021-06-25,
7255,7531,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2020-07-25,2022-05-03
1041,7400,Ride Issue,The driver took a longer route to increase the fare.,Closed,2023-11-11,
6295,2106,Ride Issue,The driver arrived late and didn't apologize.,Closed,2021-02-06,
9955,9161,Ride Issue,The driver arrived late and didn't apologize.,Closed,2020-02-05,
4023,4383,Ride Issue,The driver took a longer route to increase the fare.,Resolved,2020-08-25,2022-06-04
2773,6529,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2023-03-05,2021-09-26
9342,8454,Ride Issue,I was charged incorrectly for my last ride.,Closed,2020-03-22,
6396,3907,Ride Issue,I was charged incorrectly for my last ride.,Resolved,2023-09-02,
5016,2794,Ride Issue,The driver arrived late and didn't apologize.,In Progress,2022-04-02,2023-05-09
4583,1172,Ride Issue,The driver took a longer route to increase the fare.,Open,2020-05-27,2023-11-06
9286,3141,Ride Issue,I was charged incorrectly for my last ride.,Open,2023-05-11,
4833,9230,Ride Issue,The driver was driving recklessly and over the speed limit.,Closed,2020-02-20,2023-06-21
4052,1400,Ride Issue,The driver took a longer route to increase the fare.,Resolved,2023-02-15,
115,6220,Ride Issue,I was charged incorrectly for my last ride.,Resolved,2023-04-08,
2978,1299,Ride Issue,The vehicle was not clean and smelled bad.,Resolved,2022-05-26,2021-10-27
7028,1192,Ride Issue,The driver was rude and unprofessional.,Resolved,2022-11-18,2023-01-08
1347,5117,Ride Issue,I was charged incorrectly for my last ride.,Resolved,2021-07-29,2022-01-31
7638,6202,Ride Issue,The vehicle was not clean and smelled bad.,Resolved,2021-02-07,
255,9430,Ride Issue,The driver was rude and unprofessional.,Closed,2023-10-09,
5575,9672,Ride Issue,The driver took a longer route to increase the fare.,Closed,2022-03-28,2020-12-04
7602,3332,Ride Issue,The driver arrived late and didn't apologize.,Resolved,2021-04-25,2020-08-10
4458,2394,Ride Issue,The driver was rude and unprofessional.,Closed,2020-06-28,2022-12-04
9853,3379,Ride Issue,The driver took a longer route to increase the fare.,Open,2021-10-10,
2815,1282,Ride Issue,The driver was driving recklessly and over the speed limit.,Open,2021-03-21,2021-08-15
7171,9939,Ride Issue,The driver arrived late and didn't apologize.,Open,2021-06-11,
3820,8502,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2020-03-01,2020-06-12
9857,3263,Ride Issue,The driver took a longer route to increase the fare.,Open,2022-07-25,2023-11-17
651,4632,Ride Issue,The driver was driving recklessly and over the speed limit.,In Progress,2022-02-04,
8751,8967,Ride Issue,The driver took a longer route to increase the fare.,Closed,2020-12-07,2022-02-03
6907,6713,Ride Issue,The driver was rude and unprofessional.,Resolved,2022-04-09,
6329,7943,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2023-07-09,2022-10-08
240,1597,Ride Issue,The driver arrived late and didn't apologize.,Open,2020-12-10,
9671,6775,Ride Issue,The driver was driving recklessly and over the speed limit.,Resolved,2023-09-04,
212,8303,Ride Issue,The driver arrived late and didn't apologize.,In Progress,2021-02-01,2023-11-22
1303,5967,Ride Issue,The driver took a longer route to increase the fare.,Open,2023-07-04,
4692,9761,Ride Issue,The driver took a longer route to increase the fare.,In Progress,2021-02-10,
4857,1893,Ride Issue,The driver took a longer route to increase the fare.,Open,2023-08-22,2021-11-26
4980,4718,Ride Issue,The vehicle was not clean and smelled bad.,Resolved,2023-09-15,
9572,9061,Ride Issue,The driver was rude and unprofessional.,Open,2022-07-21,
5988,6201,Ride Issue,The driver was rude and unprofessional.,Open,2020-07-11,
7236,7743,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2020-01-19,
451,9273,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2020-04-04,2020-12-06
2644,6697,Ride Issue,The driver took a longer route to increase the fare.,In Progress,2021-11-26,
5881,4029,Ride Issue,The vehicle was not clean and smelled bad.,Open,2022-12-07,2020-12-24
9931,4827,Ride Issue,The driver was driving recklessly and over the speed limit.,Closed,2023-03-17,
7426,4474,Ride Issue,The driver was rude and unprofessional.,Closed,2023-11-16,
9282,3795,Ride Issue,The driver arrived late and didn't apologize.,Open,2022-10-09,
4102,1224,Ride Issue,The driver took a longer route to increase the fare.,Open,2020-11-11,
1201,4777,Ride Issue,The driver was rude and unprofessional.,Closed,2021-12-25,
823,3323,Ride Issue,The driver took a longer route to increase the fare.,In Progress,2020-10-16,
9916,6640,Ride Issue,The driver took a longer route to increase the fare.,Resolved,2021-09-25,2021-11-16
2513,9695,Ride Issue,The driver took a longer route to increase the fare.,Closed,2022-02-02,2020-05-26
8368,2243,Ride Issue,The driver took a longer route to increase the fare.,In Progress,2022-02-24,2022-09-13
2613,6483,Ride Issue,The driver arrived late and didn't apologize.,Resolved,2021-05-29,2020-07-01
5735,5870,Ride Issue,I was charged incorrectly for my last ride.,Closed,2022-04-19,2020-01-31
7686,6565,Ride Issue,The driver was rude and unprofessional.,In Progress,2020-08-05,
6698,4947,Ride Issue,The vehicle was not clean and smelled bad.,Resolved,2020-05-13,2020-11-28
938,5260,Ride Issue,The driver arrived late and didn't apologize.,Resolved,2023-07-07,
1325,5506,Ride Issue,I was charged incorrectly for my last ride.,Open,2022-03-01,
2505,9362,Ride Issue,The driver took a longer route to increase the fare.,Resolved,2023-02-09,2021-04-12
6146,2299,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2022-01-08,
7968,2013,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2023-08-30,2022-06-11
5122,9280,Ride Issue,The driver took a longer route to increase the fare.,In Progress,2020-09-25,2020-08-23
1395,3207,Ride Issue,The driver was rude and unprofessional.,Closed,2021-07-13,
9416,3643,Ride Issue,The driver was rude and unprofessional.,Resolved,2023-01-09,
1114,9461,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2020-08-12,2021-04-10
583,8251,Ride Issue,The driver was rude and unprofessional.,Resolved,2021-10-28,
4510,4320,Ride Issue,The driver took a longer route to increase the fare.,Closed,2020-10-15,2020-04-14
9766,7515,Ride Issue,The driver was rude and unprofessional.,In Progress,2022-12-29,
1732,1578,Ride Issue,The driver was driving recklessly and over the speed limit.,In Progress,2021-08-21,2023-09-11
7038,6003,Ride Issue,The driver arrived late and didn't apologize.,Resolved,2021-03-04,2021-02-12
3194,9130,Ride Issue,The driver was driving recklessly and over the speed limit.,Resolved,2022-01-17,
4799,9417,Ride Issue,The driver was driving recklessly and over the speed limit.,Open,2022-04-01,2020-05-31
4077,1162,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2021-05-08,
9956,1842,Ride Issue,The driver arrived late and didn't apologize.,Open,2023-06-16,
6085,7596,Ride Issue,The driver was rude and unprofessional.,In Progress,2021-02-07,2021-08-11
1847,7004,Ride Issue,The driver took a longer route to increase the fare.,Closed,2022-05-07,2022-03-13
6716,5590,Ride Issue,The driver took a longer route to increase the fare.,Closed,2022-12-10,
8621,8060,Ride Issue,The driver arrived late and didn't apologize.,Resolved,2021-03-18,
6392,3374,Ride Issue,I was charged incorrectly for my last ride.,Closed,2021-07-19,
9596,2752,Ride Issue,The driver was driving recklessly and over the speed limit.,In Progress,2022-11-12,2020-10-31
1302,9788,Ride Issue,The driver took a longer route to increase the fare.,Resolved,2021-07-01,2021-07-08
7998,6495,Ride Issue,I was charged incorrectly for my last ride.,In Progress,2022-11-01,2022-05-24
9925,1036,Ride Issue,The vehicle was not clean and smelled bad.,Resolved,2022-06-13,
7415,8370,Ride Issue,The vehicle was not clean and smelled bad.,Open,2022-03-19,2023-06-29
3338,2885,Ride Issue,The driver was rude and unprofessional.,Open,2020-08-05,
4894,9382,Ride Issue,I was charged incorrectly for my last ride.,In Progress,2021-02-17,
6860,8947,Ride Issue,The driver was rude and unprofessional.,Resolved,2020-08-16,2022-02-26
6732,1061,Ride Issue,I was charged incorrectly for my last ride.,In Progress,2022-03-05,2023-04-02
1201,4777,Ride Issue,The driver was rude and unprofessional.,Closed,2021-12-25,
1040,1103,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2020-05-26,2022-09-27
5796,3412,Ride Issue,I was charged incorrectly for my last ride.,Open,2022-11-14,2022-09-28
1551,5732,Ride Issue,I was charged incorrectly for my last ride.,Open,2021-10-21,2021-03-07
8731,9366,Ride Issue,The driver was rude and unprofessional.,Open,2023-09-16,
1303,5967,Ride Issue,The driver took a longer route to increase the fare.,Open,2023-07-04,
5413,2438,Ride Issue,I was charged incorrectly for my last ride.,Open,2020-08-17,
958,6345,Ride Issue,The driver took a longer route to increase the fare.,In Progress,2020-12-25,
1892,5828,Ride Issue,The driver arrived late and didn't apologize.,Resolved,2021-11-28,
34,4144,Ride Issue,The driver was driving recklessly and over the speed limit.,Open,2022-12-03,
2220,4253,Ride Issue,The driver arrived late and didn't apologize.,In Progress,2021-07-27,2023-07-09
143,2585,Ride Issue,The vehicle was not clean and smelled bad.,Open,2022-12-02,
2361,9879,Ride Issue,I was charged incorrectly for my last ride.,Closed,2020-08-28,2020-10-10
5837,1763,Ride Issue,I was charged incorrectly for my last ride.,Closed,2020-04-26,
7255,7531,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2020-07-25,2022-05-03
6740,2678,Ride Issue,The driver took a longer route to increase the fare.,Closed,2021-01-22,
538,2454,Ride Issue,The driver was rude and unprofessional.,Closed,2020-10-14,
3789,1633,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2022-12-16,2021-06-11
255,9430,Ride Issue,The driver was rude and unprofessional.,Closed,2023-10-09,
1535,7954,Ride Issue,I was charged incorrectly for my last ride.,In Progress,2022-10-28,2021-09-08
5754,5336,Ride Issue,I was charged incorrectly for my last ride.,Open,2021-01-30,
513,7173,Ride Issue,The driver arrived late and didn't apologize.,Closed,2022-11-03,
7203,3782,Ride Issue,The driver arrived late and didn't apologize.,In Progress,2021-08-17,2020-10-12
7955,6360,Ride Issue,The driver was rude and unprofessional.,Resolved,2021-08-16,2023-10-23
1049,1912,Ride Issue,The driver took a longer route to increase the fare.,Closed,2020-02-27,
6210,2559,Ride Issue,I was charged incorrectly for my last ride.,In Progress,2023-06-07,2020-10-24
7888,8179,Ride Issue,The vehicle was not clean and smelled bad.,Open,2023-04-03,2022-07-31
3174,8628,Ride Issue,The driver took a longer route to increase the fare.,Resolved,2021-09-07,2020-07-07
9163,7669,Ride Issue,The driver was rude and unprofessional.,In Progress,2022-12-29,2021-06-15
5313,3904,Ride Issue,I was charged incorrectly for my last ride.,In Progress,2021-11-11,
662,7971,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2021-09-18,2022-11-09
359,5771,Ride Issue,The driver was driving recklessly and over the speed limit.,Open,2022-05-22,
7180,8016,Ride Issue,The driver was rude and unprofessional.,In Progress,2020-07-04,
4607,7220,Ride Issue,The vehicle was not clean and smelled bad.,Open,2021-09-11,2022-02-06
9479,3559,Ride Issue,The driver was rude and unprofessional.,Closed,2022-12-30,2020-12-13
3277,9099,Ride Issue,The vehicle was not clean and smelled bad.,Open,2023-04-01,2021-04-14
939,4097,Ride Issue,The driver arrived late and didn't apologize.,In Progress,2022-07-31,
9671,6775,Ride Issue,The driver was driving recklessly and over the speed limit.,Resolved,2023-09-04,
7809,2150,Ride Issue,I was charged incorrectly for my last ride.,In Progress,2021-03-23,2020-02-04
4269,2174,Ride Issue,The driver took a longer route to increase the fare.,Closed,2022-08-21,
6690,7586,Ride Issue,The driver arrived late and didn't apologize.,Open,2023-02-23,
3852,7153,Ride Issue,The driver was driving recklessly and over the speed limit.,Open,2020-04-18,2022-09-08
2080,9840,Ride Issue,I was charged incorrectly for my last ride.,Closed,2020-09-22,2022-12-07
6396,3907,Ride Issue,I was charged incorrectly for my last ride.,Resolved,2023-09-02,
7866,3655,Ride Issue,The driver arrived late and didn't apologize.,Open,2020-02-24,2020-07-19
505,6965,Ride Issue,The driver was rude and unprofessional.,In Progress,2023-04-16,2021-12-12
339,8264,Ride Issue,The driver took a longer route to increase the fare.,Open,2021-10-10,
2097,6041,Ride Issue,I was charged incorrectly for my last ride.,Closed,2020-10-29,2022-02-05
3384,5361,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2021-03-14,2021-09-21
6701,2738,Ride Issue,The driver was driving recklessly and over the speed limit.,In Progress,2022-12-28,2023-10-19
7364,4209,Ride Issue,The driver was rude and unprofessional.,Closed,2022-02-19,2023-03-14
9917,8333,Ride Issue,The driver was rude and unprofessional.,Closed,2022-10-13,
1486,8146,Ride Issue,The driver arrived late and didn't apologize.,Open,2021-06-29,2021-02-05
7482,8627,Ride Issue,The driver was rude and unprofessional.,Closed,2022-12-17,2023-03-27
144,9600,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2020-02-24,2023-12-10
1007,4654,Ride Issue,The driver arrived late and didn't apologize.,Open,2022-01-17,
4422,7873,Ride Issue,The driver arrived late and didn't apologize.,In Progress,2021-03-06,
9994,5993,Ride Issue,The driver was rude and unprofessional.,In Progress,2021-05-05,
9282,3795,Ride Issue,The driver arrived late and didn't apologize.,Open,2022-10-09,
6146,2299,Ride Issue,The vehicle was not clean and smelled bad.,In Progress,2022-01-08,
7775,7029,Ride Issue,The vehicle was not clean and smelled bad.,Closed,2021-04-19,
9546,1724,Ride Issue,The driver was driving recklessly and over the speed limit.,In Progress,2022-12-06,
